id,x,y
624,352540.02593365964,4297698.468023559
625,353119.42336750217,4297699.121317022
626,352468.6910049226,4297699.316871557
627,352524.04822420795,4297698.653999925
628,352399.1363698989,4297700.155442178
629,352452.8958292194,4297699.510698477
630,352318.7617721418,4297701.107213723
631,352384.41781099513,4297700.329375356
632,353034.56935368944,4297705.799495261
633,349600.3567409916,4297718.070997385
634,352948.00548201613,4297718.627272099
635,353326.4111436289,4297722.979235917
636,353130.9082904719,4297729.771162491
637,352579.94140660483,4297740.389834147
638,352771.6118739294,4297740.49403744
639,353020.3028433621,4297743.964703342
640,353240.3056374155,4297745.564748548
641,353143.8432332892,4297751.956958689
642,353279.8990613464,4297751.981838504
643,352950.25010627136,4297752.10145634
644,349306.9629728049,4297742.189638738
645,349369.17355458345,4297758.427034868
646,353036.1966821784,4297770.203117181
647,352788.51221360266,4297770.376853973
648,352385.95912243053,4297771.029352419
649,352854.84195881616,4297773.65357304
650,339032.2478227243,4297776.717174485
651,353007.58728152886,4297778.171236694
652,353165.33525100444,4297788.805033645
653,353241.3715582723,4297774.076144446
654,353174.6640990935,4297804.80741426
655,341144.2097094096,4297808.389991723
656,341490.3756593345,4297787.388248829
657,352885.0211615823,4297809.596017696
658,349573.6800895324,4297811.810057387
659,353027.1014201129,4297816.521026751
660,349864.49796087947,4297838.041199673
661,340497.54050907865,4297847.666703802
662,353046.20987833943,4297854.079056852
663,352021.3027820131,4297867.33568681
664,353055.9859893052,4297874.524769999
665,339118.4931022022,4297874.7355133705
666,339072.6476913886,4297604.973444283
667,351681.20156970527,4297862.996052856
668,349936.0891985418,4297882.8813476
669,340086.41630802583,4297883.488423722
670,342054.5323416525,4297885.195146557
671,352052.9504625825,4297906.378419131
672,349545.3839172628,4297911.253011864
673,339681.67724373285,4297917.093092144
674,349990.7398107955,4297922.491516862
675,339171.0549812997,4297923.65355606
676,352229.3486764496,4297957.2778870575
677,337611.7168878466,4297959.649256561
678,337619.4354642881,4297975.179359004
679,354343.9969662903,4297976.951595113
680,349819.0115469862,4297992.618110914
681,354317.4313130202,4298003.5280255005
682,349896.67939072195,4298017.614873078
683,337645.8470847104,4298030.196623433
684,349802.8370882701,4298050.287512902
685,350019.16897386126,4298053.521643732
686,349880.8172753062,4298074.834110554
687,352104.3117088955,4298078.573625863
688,337670.2098596068,4298078.916254513
689,338347.2703796821,4298024.599185411
690,338253.62709732447,4298084.763494475
691,337520.4089571675,4298095.039811498
692,351664.7979543013,4298133.47395383
693,337544.0860329401,4298141.208413128
694,354159.1872278592,4298150.689219927
695,354144.7598138647,4298150.110771909
696,341513.0701137353,4298153.780548936
697,341166.309131233,4298173.761512039
698,353467.77984972857,4298112.641515458
699,340475.9975883216,4298217.346168177
700,352607.1929532429,4298221.683853172
701,354118.0515443888,4298244.421124576
702,354147.6596381245,4298223.272170339
703,354829.7766658617,4298267.09924667
704,337767.4355340414,4298270.979940042
705,350135.96282094344,4298275.304522604
706,337745.4937885711,4298281.965168042
707,337730.8547550095,4298252.931332024
708,337723.9559635641,4298291.887441767
709,350161.2447752552,4298326.339324798
710,354290.0356190512,4298261.020717276
711,354485.86594609544,4298330.595960258
712,354550.7163385572,4298298.533171304
713,337641.3746331027,4298334.102107946
714,337190.39286551345,4297505.645847464
715,337623.54428001866,4298338.852648187
716,354265.49338210654,4298339.049178056
717,354720.3887508223,4298367.350396793
718,355158.80033490807,4298371.583270967
719,354776.3017635001,4298386.908686187
720,350349.9349832684,4298410.692305788
721,354437.90204432234,4298418.201209284
722,355313.8124320423,4298420.814230256
723,355294.9595513642,4298414.82646898
724,354513.4238658678,4298430.592587538
725,349289.02647825703,4298437.007837534
726,337698.8837308837,4298447.871328285
727,350287.97155683767,4298449.940830814
728,338385.9769397089,4298450.129519926
729,355454.6526818471,4298452.061394734
730,355306.25427011214,4298481.599486541
731,341534.99784420617,4298481.840611704
732,354442.7136388197,4298484.000518298
733,354355.7629371044,4298492.390842898
734,354317.2685745824,4298488.335239764
735,341187.67437570635,4298503.808849869
736,340859.77456862107,4298525.458146995
737,354474.0705841352,4298532.616020124
738,340463.0249492293,4298544.009116456
739,337216.88789691124,4298546.581381017
740,354771.0686848881,4298548.8423715215
741,354698.9919493208,4298547.120667271
742,347969.29885821696,4298549.077938326
743,354647.11525921803,4298554.421284279
744,347953.649641634,4298555.916979272
745,349053.33637727983,4298572.059079643
746,337732.3393237768,4298576.000216968
747,350424.3001941424,4298576.338392824
748,354532.3079039017,4298577.596836964
749,350144.37539434526,4298578.524986226
750,337109.8225473603,4298601.27315175
751,354496.0910212137,4298618.126786131
752,354797.02575084846,4298618.550892478
753,349900.2066025259,4298644.135607606
754,349937.9323804127,4298546.824652649
755,354633.53448346537,4298647.845285781
756,338984.15602932964,4298648.169537049
757,337011.80965151824,4298651.350422401
758,336980.5373628037,4297878.110107901
759,350103.7929152362,4298655.306056863
760,350110.50914330315,4298660.06392798
761,347710.2395894481,4298660.826752493
762,347875.9835604243,4298588.636082141
763,354712.0753273135,4298664.002030922
764,351537.4989880491,4298548.606448703
765,349847.4220983526,4298677.640943056
766,354548.32537062466,4298686.231301738
767,349847.5791025292,4298694.190819211
768,353097.23063558806,4298702.119386416
769,354617.6455211155,4298711.02668139
770,338089.62105308194,4298716.453101888
771,348801.3510063682,4298722.038493428
772,354265.4492425444,4298748.308565194
773,354158.46583031584,4298708.4556143
774,348566.36176609434,4298710.568405468
775,347476.47745261993,4298770.354834421
776,337330.70840884186,4298772.906744493
